cusip,prc,openprc,date,numtrd,shrout,htick,hcomnam,hsiccd
74365N20,,,2017-02-02,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-02-03,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-02-06,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-02-07,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-02-08,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-02-09,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-02-10,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-02-13,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-02-14,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-02-15,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-02-16,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-02-17,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-02-21,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-02-22,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-02-23,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-02-24,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-02-27,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-02-28,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-03-01,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-03-02,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-03-03,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-03-06,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-03-07,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-03-08,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-03-09,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-03-10,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-03-13,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-03-14,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-03-15,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-03-16,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-03-17,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-03-20,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-03-21,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-03-22,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-03-23,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-03-24,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-03-27,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-03-28,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-03-29,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-03-30,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-03-31,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-04-03,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-04-04,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-04-05,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-04-06,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-04-07,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-04-10,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-04-11,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-04-12,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-04-13,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-04-17,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-04-18,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-04-19,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-04-20,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-04-21,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-04-24,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-04-25,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-04-26,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-04-27,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-04-28,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-05-01,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-05-02,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-05-03,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-05-04,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-05-05,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-05-08,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-05-09,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-05-10,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-05-11,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-05-12,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-05-15,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-05-16,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-05-17,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-05-18,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-05-19,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-05-22,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-05-23,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-05-24,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-05-25,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-05-26,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-05-30,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-05-31,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-06-01,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-06-02,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-06-05,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-06-06,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-06-07,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-06-08,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-06-09,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-06-12,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-06-13,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-06-14,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-06-15,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-06-16,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-06-19,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-06-20,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-06-21,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-06-22,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-06-23,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-06-26,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-06-27,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-06-28,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-06-29,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-06-30,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-07-03,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-07-05,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-07-06,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-07-07,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-07-10,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-07-11,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-07-12,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-07-13,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-07-14,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-07-17,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-07-18,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-07-19,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-07-20,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-07-21,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-07-24,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-07-25,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-07-26,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-07-27,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-07-28,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-07-31,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-08-01,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-08-02,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-08-03,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-08-04,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-08-07,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-08-08,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-08-09,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-08-10,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-08-11,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-08-14,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-08-15,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-08-16,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-08-17,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-08-18,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-08-21,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-08-22,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-08-23,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-08-24,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-08-25,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-08-28,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-08-29,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-08-30,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-08-31,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-09-01,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-09-05,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-09-06,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-09-07,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-09-08,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-09-11,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-09-12,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-09-13,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-09-14,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-09-15,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-09-18,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-09-19,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-09-20,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-09-21,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-09-22,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-09-25,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-09-26,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-09-27,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-09-28,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-09-29,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-10-02,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-10-03,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-10-04,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-10-05,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-10-06,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-10-09,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-10-10,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-10-11,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-10-12,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-10-13,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-10-16,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-10-17,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-10-18,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-10-19,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-10-20,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-10-23,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-10-24,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-10-25,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-10-26,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-10-27,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-10-30,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-10-31,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-11-01,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-11-02,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-11-03,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-11-06,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-11-07,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-11-08,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-11-09,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-11-10,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-11-13,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-11-14,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-11-15,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-11-16,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-11-17,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-11-20,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-11-21,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-11-22,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-11-24,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-11-27,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-11-28,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-11-29,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-11-30,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-12-01,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-12-04,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-12-05,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-12-06,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-12-07,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-12-08,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-12-11,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-12-12,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-12-13,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-12-14,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-12-15,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-12-18,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-12-19,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-12-20,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-12-21,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-12-22,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-12-26,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-12-27,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-12-28,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2017-12-29,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2018-01-02,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2018-01-03,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2018-01-04,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2018-01-05,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2018-01-08,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2018-01-09,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2018-01-10,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2018-01-11,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2018-01-12,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2018-01-16,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2018-01-17,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2018-01-18,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2018-01-19,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2018-01-22,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2018-01-23,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2018-01-24,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2018-01-25,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2018-01-26,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2018-01-29,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2018-01-30,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2018-01-31,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2018-02-01,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2018-02-02,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2018-02-05,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2018-02-06,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2018-02-07,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2018-02-08,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2018-02-09,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2018-02-12,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2018-02-13,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2018-02-14,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2018-02-15,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2018-02-16,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2018-02-20,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2018-02-21,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2018-02-22,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2018-02-23,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2018-02-26,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2018-02-27,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2018-02-28,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2018-03-01,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2018-03-02,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2018-03-05,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2018-03-06,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2018-03-07,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2018-03-08,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2018-03-09,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2018-03-12,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
74365N20,,,2018-03-13,,7012.0,PTIX,PROTAGENIC THERAPEUTICS INC,7389.0
